incident_id,source_system,source_article,incident_day,target_text,target_country_guess,actor,strike_type,damage_confirmed,energy_relevant,target_lat,target_lon,description,source_urls
iransm_s178,iranstrikemap,https://iranstrikemap.com,2026-03-08,New IDF Wave — Iranian Regime Infrastructure (Day 9 Early Sunday),Iran,Israel,ballistic_missile,TRUE,TRUE,35.6892,51.389,"IDF launched a new broad wave of strikes across Iran targeting Iranian regime military infrastructure in western and central Iran on early Day 9 Sunday morning (approximately 9:30 UTC / 5:30 AM ET). IDF officially confirmed this wave targeted over 400 Iranian regime military infrastructure sites, using numerous munitions including against ballistic missile launchers and additional weapons production sites. IDF summary stat: since Operation Roaring Lion began, IAF has carried out approximately 190 strikes targeting Iran's ballistic missile launchers, air defense systems, and weapons storage facilities. Shortly after the IDF announcement, Iran launched missiles toward Israel in response (s179), with Israeli air defense systems activating to intercept the threat. IDF also confirmed in this operational period: destruction of F-14 Tomcat fighters stored at Isfahan airport (s177) and 16 IRGC Quds Force aircraft destroyed at Mehrabad (s167). Sources: IDF official statement + Fox News liveblog (March 8, 2026).","IDF official statement (March 8, 2026) | Fox News liveblog (March 8, 2026) | IDF official statement (Fox News March 8, 2026 — 400+ sites confirmed, 190 IAF launcher/AD strikes total)"
iransm_s168,iranstrikemap,https://iranstrikemap.com,2026-03-08,Parchin + Shahroud Ballistic and Cruise Missile Production Sites — Phase 2 Expansion,,Israel,ballistic_missile,TRUE,FALSE,35.52,51.78,"Day 9: IDF Military Spokesman Brig. Gen. Effie Defrin confirmed that Israel's Phase 2 campaign has expanded targeting to Parchin and Shahroud — two of Iran's most critical ballistic and cruise missile production and research facilities. Defrin: ""The operation has now moved into a new phase focused on expanding strikes on major regime production sites, including facilities in Parchin and Shahroud tied to ballistic and cruise missile production."" Parchin Military Complex (35km SE of Tehran) houses Iran's main conventional warhead manufacturing, solid-fuel propellant production, and warhead design programs — long suspected of hosting covert nuclear weaponization research (IAEA has sought access for over a decade). Shahroud Missile Research and Development Center (northeast Iran) is Iran's primary space launch and long-range ballistic missile test complex, used to test the Shahab, Sajjil, and Khorramshahr missile families. Phase 2 targeting of Parchin and Shahroud represents a major escalation beyond the Phase 1 focus on leadership decapitation and air defense destruction — directly targeting Iran's missile manufacturing supply chain and R&D infrastructure. Sources: IDF Brig. Gen. Defrin (NBC News, March 8, 2026); 2 sources confirmed.",IDF Military Spokesman Brig. Gen. Effie Defrin | NBC News
iransm_s183,iranstrikemap,https://iranstrikemap.com,2026-03-08,Qeshm Island Desalination Plant — Water Infrastructure,Iran,US,unknown,TRUE,FALSE,26.76,55.93,"US forces struck a desalination plant on Qeshm Island, cutting water supply for approximately 30 villages, according to Iranian FM Araghchi. Araghchi called it ""a dangerous move with grave consequences"" and said the US ""set this precedent, not Iran,"" in response to Iran's own desalination plant strike in Bahrain. Qeshm Island is in the Strait of Hormuz, adjacent to Bandar Abbas. This is the first confirmed US/Israel strike on Iranian water infrastructure in the conflict. Iran has pre-existing severe water shortages making this particularly impactful. Two sources: Araghchi official X post (ISNA relayed) + Guardian (March 8, 2026).",Araghchi X post | The Guardian | NYT Day 9
iransm_s171,iranstrikemap,https://iranstrikemap.com,2026-03-08,Residential Building — Sidon District,,Israel,airstrike,TRUE,FALSE,33.565,35.368,"Israeli airstrike on Tefahta village in the Sidon district, south Lebanon. Lebanon Health Ministry confirmed 5 killed; rescue teams searching the site with the ministry noting the fatality count is not final.",Lebanon Health Ministry | Sky News
iransm_s195,iranstrikemap,https://iranstrikemap.com,2026-03-08,Residential Compound — Al-Kharj Governorate (First Lethal Strike on Saudi Civilians),Saudi Arabia,Iran,unknown,TRUE,TRUE,24.1501,47.3113,"Iranian military projectile strikes residential compound in Al-Kharj governorate, Saudi Arabia — first lethal attack on Saudi civilian soil since conflict began. 2 killed (1 Indian national + 1 Bangladeshi national), 12 wounded (all Bangladeshi nationals). Qatar FM called it a dangerous escalation. First confirmed civilian fatalities from Iranian attacks on Saudi territory.","Saudi Arabia Civil Defense (official statement, March 8, 2026): confirmed a military projectile landed in a residential compound in Al-Kharj governorate — 2 killed (1 Indian national + 1 Bangladeshi national), 12 wounded (all Bangladeshi nationals). First confirmed civilian deaths from Iranian attacks on Saudi soil. | NBC News liveblog (March 8, 2026, 12:48 PM EDT): Saudi Civil Defense official confirms 2 killed, 12 wounded in Al-Kharj residential compound. Qatar FM condemned the attack calling it a dangerous escalation. 2 sources confirmed."
iransm_s169,iranstrikemap,https://iranstrikemap.com,2026-03-08,"Seafront Hotel — Central Beirut: 4 Killed, 10 Wounded",,Israel,airstrike,,TRUE,33.9009,35.4876,"Day 9: Israeli airstrike struck a hotel on the seafront (Corniche area) in central Beirut, killing at least 4 people and wounding 10 others per Lebanon Health Ministry. An AFP photographer at the seafront hotel saw shattered windows in one of the rooms, while security forces sealed off the surrounding area. The IDF announced it had ""begun an additional wave of strikes in Beirut"" targeting Hezbollah positions in the Lebanese capital, with southern suburbs (Dahiyeh, Hezbollah stronghold) listed as the primary focus. The central Beirut hotel strike represents continued expansion of IDF targeting in Lebanon. This is the second hotel struck in the conflict — after the Hazmieh hotel strike (s111, Day 5). IDF official statement (Fox News + Guardian Day 9, March 8 2026): IDF confirmed this was a ""precision strike"" targeting ""key commanders"" of the Quds Force Lebanon Corps operating out of the hotel. The commanders were ""working to advance terror plots against Israel from Lebanese territory."" Steps taken to minimize civilian casualties per IDF. Lebanon Health Ministry: 4 killed, 10 injured. Lebanon PM Salam called strike first to ""hit the heart of the Lebanese capital since hostilities resumed."" IDF confirmed Day 9 (March 8, 2026) that the target was key commanders of Iran's Revolutionary Guards Quds Force sheltering in the hotel — marking a significant geographic expansion of Israeli leadership targeting in Beirut beyond the Dahiyeh and southern suburbs. IDF: ""targeted key commanders of Iran's Revolutionary Guard Corps [Quds Force] in Beirut."" The Rawche area is a civilian seafront district near Pigeons Rock — distinct from the Dahiyeh Hezbollah stronghold. UPDATED March 8, 2026 (IDF press conference, Brig. Gen. Zamir + Defrin): IDF named 5 IRGC Quds Force commanders killed in this strike, all 'while hiding in a civilian hotel': (1) Majid Hassini — senior moneyman in IRGC Quds Force Lebanon Corps, responsible for transferring funds from Iran to Hezbollah and Hamas; (2) Ali Reza Bi-Azar — chief of intelligence, IRGC Quds Force Lebanon Corps; (3) Ahmad Rasouli — chief of intelligence, IRGC Quds Force Palestine Corps; (4) Hossein Ahmadlou — lower-ranking intelligence operative, IRGC Quds Force Lebanon Corps; (5) Abu Muhammad Ali — Hezbollah's representative in the Palestine Corps. All five were confirmed killed. The initial Lebanon Health Ministry report cited 4 killed; the IDF's full accounting confirms 5 IRGC officers. This strike also follows the earlier IRGC kills: Daoud Alizadeh (acting Lebanon Corps commander, struck Tehran); Reza Khazaei (chief of staff Lebanon Corps, prior Beirut strike). Sources: Times of Israel Day 9 liveblog (March 8, 2026); IDF official press conference Zamir/Defrin (March 8, 2026).","Lebanon Health Ministry (official, March 8, 2026): 4 killed, 10 wounded in Israeli strike on Beirut seafront hotel | AFP photographer (on scene): shattered windows, security forces sealed off area; Firstpost/AFP (IST 06:21 March 8, 2026) | IDF official statement (March 8, 2026): ""begun an additional wave of strikes in Beirut"" targeting Hezbollah in southern suburbs | IDF official statement (March 8, 2026): confirmed strike targeted ""key commanders of Iran's Revolutionary Guards [Quds Force] in Beirut"" — Times of Israel Day 9 liveblog | IDF press conference (Brig. Gen. Zamir + Defrin, March 8, 2026): confirmed 5 IRGC Quds Force commanders killed — Hassini, Bi-Azar, Rasouli, Ahmadlou, Abu Muhammad Ali"
iransm_s188,iranstrikemap,https://iranstrikemap.com,2026-03-08,Tel Aviv + Negev Desert + US Air Bases in Region — IRGC 29th Wave (Operation Honest Promise 4),Israel,Iran,drone,TRUE,TRUE,32.0853,34.7818,"Iran's IRGC launched the '29th wave of Operation Honest Promise 4' overnight March 8-9, targeting: (1) Tel Aviv; (2) the Negev desert (US/Israeli air bases); (3) US air bases across the region. IRGC warned: if Israel continues striking Iranian energy infrastructure, Iran will target regional oil sites — a direct threat to Gulf energy producers. IRGC claimed Iran can sustain an intense war for at least 6 months. Day 9/10 transition, late-night barrage. No confirmed casualties from this specific wave.","Iran's Revolutionary Guards (IRGC) official statement (March 8-9, 2026): launched '29th wave of Operation Honest Promise 4' targeting Tel Aviv, Negev desert, and US air bases in region. IRGC also warned it would target oil sites in the region if Israel continues striking Iranian energy infrastructure. AFP via The Hindu (March 9, 2026 00:56 IST). | AFP via The Hindu liveblog (March 9, 2026 04:26 IST): IRGC 29th wave confirmed — 2 sources confirmed."
iransm_s181,iranstrikemap,https://iranstrikemap.com,2026-03-08,"Tel Aviv Area — Iranian Missile Barrage, 3 Injured by Shrapnel",Israel,Iran,intercepted_debris,TRUE,TRUE,32.0853,34.7818,"Iran fired a missile barrage targeting Tel Aviv on Sunday March 8 morning (Day 9). A CBS News producer reported very loud explosions in Tel Aviv. The IDF confirmed missiles launched from Iran toward Israel and that defense systems were operating to intercept the threat. Magen David Adom reported treating 3 people injured by shrapnel, including a man in serious condition. The attack follows the IDF new wave of strikes on Iran (s178) and the earlier Netanya volley (s179), representing continued Iranian missile exchanges on Sunday. Day 9.","CBS News liveblog (March 8, 2026): CBS News producer reported very loud explosions in Tel Aviv; IDF confirmed missiles from Iran, asked residents to shelter | Magen David Adom (March 8, 2026): treating 3 people injured by shrapnel including a man in serious condition | IDF official statement (March 8, 2026): air defense systems operating to intercept the threat; emergency alerts sent out"
wiki_20260308_the_united_kingdom_s_ministry__225,wikipedia,https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war,2026-03-08,The United Kingdom's Ministry of Defence confirmed that its forces had intercept,Iran,Iran,drone,FALSE,FALSE,,,"The United Kingdom's Ministry of Defence confirmed that its forces had intercepted an Iranian drone headed towards Iraq, and declared its intention to send a Merlin helicopter to the region to help aid in detecting future aerial threats.",https://aje.news/64yl8m?update=4379695 | https://www.aljazeera.com/news/liveblog/2026/3/8/iran-live-israel-bombs-tehran-oil-depots-attacks-on-gulf-states-continue
iransm_s172,iranstrikemap,https://iranstrikemap.com,2026-03-08,Tyre District Strike — 3 Killed,,Israel,airstrike,TRUE,FALSE,33.268,35.195,"Israeli airstrike in the Tyre district, south Lebanon. Lebanon Health Ministry confirmed 3 killed and 4 others wounded.",Lebanon Health Ministry | Sky News
iransm_s182,iranstrikemap,https://iranstrikemap.com,2026-03-08,UAE — Comprehensive Day 9 Sunday Barrage: 17 BM + 117 Drones (4 Fell in UAE Territory),United Arab Emirates,Iran,ballistic_missile,TRUE,TRUE,24.4539,54.3773,"Iran launched a major new Sunday morning barrage targeting the UAE on Day 9: 17 ballistic missiles and 117 drones. UAE Defense Ministry confirmed: 16 ballistic missiles intercepted by air defenses; 1 fell into the sea; nearly all 117 drones intercepted but 4 fell within UAE territory causing material damage. The ministry said it is ""fully prepared to respond to any threats, firmly countering anything that aims to undermine the country's security, safeguarding its sovereignty, stability, and national interests."" This is the largest single confirmed Iran barrage against the UAE since the conflict began, surpassing the Day 7 barrage (9 BM + 100+ drones). With 4 drones falling in UAE territory, this represents an escalation in unintercepted munitions on UAE soil. Cumulative UAE toll since Feb 28: 4 killed, 112+ wounded. Day 9.","UAE Defense Ministry official statement (March 8, 2026): Iran launched 17 ballistic missiles and 117 drones Sunday; 16 missiles intercepted, 1 fell into sea; nearly all drones intercepted but 4 fell in UAE territory | CBS News liveblog (March 8, 2026 7:08 AM ET): UAE Defense Ministry said it is fully prepared to respond to any threats"
wiki_20260308_us_central_command_announced_t_224,wikipedia,https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war,2026-03-08,US Central Command announced the death of a seventh US service member from an Ir,Iran,Iran,unknown,FALSE,FALSE,24.8288,53.62201,US Central Command announced the death of a seventh US service member from an Iranian attack.,https://www.reuters.com/world/middle-east/two-kuwait-fire-officers-killed-while-performing-duties-fire-force-says-2026-03-08/ | https://aje.news/64yl8m?update=4379695 | https://www.aljazeera.com/news/liveblog/2026/3/8/iran-live-israel-bombs-tehran-oil-depots-attacks-on-gulf-states-continue
